DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,RESD= Rt,RESM,SP,TENS,,porosity,log rt,calculated log rt,,,
1096.9752,14.75,21.9084,2.0071,0.0539377,112.1071,56.2826,0.491258,16.5081,15.41,39.7273,417.305,,,,,,,
1097.1276,14.75,21.8242,1.9865,0.0458908,111.7798,57.3047,0.498362,16.4874,15.3841,38.7743,417.2397,,,,,,,
1097.28,14.75,21.7346,1.9635,0.0391162,111.2632,58.5247,0.504896,16.4894,15.3719,37.7768,417.1617,,,,,,,
1097.4324,14.75,21.6451,1.9405,0.0323416,110.7467,59.7447,0.511431,16.4914,15.3598,36.7793,417.0836,,,,,,,
1097.5848,14.75,21.6412,1.9344,0.0398321,110.376,59.4459,0.511093,16.5129,15.3985,36.2211,417.0924,,,,,,,
1097.7372,14.75,21.7057,1.9417,0.0586942,110.1217,57.9363,0.505277,16.55,15.4776,36.0129,417.1704,,,,,,,
1097.8896,14.75,21.7702,1.9491,0.0775563,109.8673,56.4267,0.499461,16.5871,15.5568,35.8047,417.2485,,,,,,,
1098.042,14.75,21.7588,1.9552,0.0866459,109.6582,55.6888,0.491176,16.5906,15.584,35.4945,417.1155,,,,,,,
1098.1944,14.75,21.5479,1.9579,0.0700479,109.5681,56.9793,0.476401,16.5058,15.4746,34.916,416.4278,,,,,,,
1098.3468,14.75,21.3369,1.9606,0.0534498,109.478,58.2697,0.461625,16.4211,15.3652,34.3375,415.7402,,,,,,,
1098.4992,14.75,21.126,1.9633,0.0368518,109.3879,59.5602,0.44685,16.3364,15.2558,33.759,415.0525,,,,,,,
1098.6516,14.75,21.1316,1.9977,0.0479723,110.0226,59.7797,0.433325,16.3587,15.226,33.1742,415.733,,,,,,,
1098.804,14.75,21.1383,2.0323,0.0592391,110.6611,59.9937,0.419807,16.3816,15.1966,32.5893,416.4206,,,,,,,
1098.9564,14.75,21.1451,2.0668,0.0705059,111.2996,60.2076,0.406289,16.4045,15.1673,32.0044,417.1083,,,,,,,
1099.1088,14.75,21.1141,2.0659,0.0732693,111.0359,59.5507,0.406667,16.4906,15.2828,32.026,417.305,,,,,,,
1099.2612,14.75,21.068,2.0508,0.0726252,110.4107,58.5448,0.412612,16.602,15.4564,32.2906,417.305,,,,,,,
1099.4136,14.75,21.0219,2.0356,0.0719811,109.7855,57.539,0.418558,16.7134,15.63,32.5553,417.305,,,,,,,
1099.566,14.75,20.9717,2.0261,0.0689246,109.1807,56.9156,0.42002,16.8767,15.8234,32.8089,417.2594,,,,,,,
1099.7184,14.75,20.9163,2.0239,0.0627102,108.6024,56.7928,0.415613,17.108,16.0425,33.0482,417.1542,,,,,,,
1099.8708,14.75,20.861,2.0217,0.0564957,108.0242,56.67,0.411206,17.3393,16.2616,33.2875,417.049,,,,,,,
1100.0232,14.75,20.7999,2.0181,0.0513684,107.5919,56.4742,0.40701,17.5414,16.4408,33.3975,417.081,,,,,,,
1100.1756,14.75,20.7075,2.007,0.0522953,107.9723,55.8714,0.403986,17.5803,16.397,32.7879,417.8775,,,,,,,
1100.328,14.75,20.6151,1.9959,0.0532222,108.3528,55.2686,0.400963,17.6193,16.3532,32.1783,418.674,,,,,,,
1100.4804,14.75,20.5227,1.9847,0.0541492,108.7332,54.6659,0.397939,17.6583,16.3095,31.5687,419.4705,,,,,,,
1100.6328,14.75,20.5593,2.0076,0.0531951,108.8694,55.8365,0.394791,17.5866,16.247,30.6992,418.9706,,,,,,,
1100.7852,14.75,20.6149,2.0356,0.0519635,108.9696,57.2688,0.391624,17.4986,16.1818,29.7912,418.2793,,,,,,,
1100.9376,14.75,20.6705,2.0635,0.0507319,109.0697,58.7012,0.388458,17.4105,16.1166,28.8833,417.588,,,,,,,
1101.09,14.75,20.9489,2.0663,0.0563753,108.9665,59.4063,0.391967,17.412,16.1163,28.4049,417.7132,,,,,,,
1101.2424,14.75,21.3817,2.0517,0.0667855,108.7224,59.6073,0.400105,17.4755,16.1611,28.2241,418.4045,,,,,,,
1101.3948,14.75,21.8145,2.0371,0.0771957,108.4782,59.8082,0.408243,17.539,16.2059,28.0434,419.0958,,,,,,,
1101.5472,14.75,21.9535,2.0212,0.0774887,108.281,59.5576,0.415616,17.643,16.3061,27.774,419.5667,,,,,,,
1101.6996,14.75,21.4376,2.0023,0.0552324,108.1882,58.3007,0.421284,17.837,16.5301,27.3068,419.5468,,,,,,,
1101.852,14.75,20.9217,1.9834,0.0329762,108.0955,57.0437,0.426953,18.0311,16.7541,26.8395,419.5268,,,,,,,
1102.0044,14.75,20.4311,1.9672,0.0123688,107.9915,55.8627,0.432104,18.2202,16.972,26.3894,419.4931,,,,,,,
1102.1568,14.75,20.7935,2.0458,0.0472247,107.5085,57.2354,0.419825,18.2432,16.9827,26.5151,418.996,,,,,,,
1102.3092,14.75,21.156,2.1243,0.0820805,107.0255,58.6082,0.407547,18.2663,16.9934,26.6409,418.4988,,,,,,,
1102.4616,14.75,21.5184,2.2029,0.1169364,106.5425,59.9809,0.395268,18.2893,17.0041,26.7666,418.0017,,,,,,,
1102.614,14.75,21.6711,2.1834,0.118208,106.2782,59.8017,0.387795,18.8857,17.1993,27.4851,417.7462,,,,,,,
1102.7664,14.75,21.7531,2.1308,0.1081669,106.0877,59.0999,0.381941,19.6751,17.4566,28.4032,417.572,,,,,,,
1102.9188,14.75,21.8351,2.0783,0.0981259,105.8971,58.398,0.376087,20.4645,17.7139,29.3213,417.3978,,,,,,,
1103.0712,14.75,21.4836,2.0828,0.0808413,102.1729,55.1187,0.367494,22.2941,19.8479,30.3382,417.1024,,,,,,,
1103.2236,14.75,20.6377,2.1524,0.0552956,94.4186,48.9,0.355779,25.3099,24.1222,31.4679,416.6688,,,,,,,
1103.376,14.75,19.7918,2.2219,0.0297498,86.6643,42.6812,0.344064,28.3258,28.3965,32.5976,416.2351,,,,,,,
1103.5284,14.75,19.0959,2.2873,0.011858,79.8471,37.2789,0.325367,32.0515,33.3582,33.601,416.0919,,,,,,,
1103.6808,14.75,19.0548,2.3344,0.0273846,77.1217,35.4408,0.276188,38.8768,41.3213,34.0532,417.2168,,,,,,,
1103.8332,14.75,19.0137,2.3816,0.0429112,74.3963,33.6027,0.227008,45.702,49.2844,34.5054,418.3417,,,,,,,
1103.9856,14.75,18.9727,2.4287,0.0584377,71.6709,31.7646,0.177829,52.5272,57.2474,34.9577,419.4666,,,,,,,
1104.138,14.75,18.9848,2.4029,0.0573008,70.4371,32.7508,0.191591,57.2941,58.3614,35.2173,419.338,,,,,,,
1104.2904,14.75,19.0026,2.3695,0.054425,69.3589,34.0316,0.211921,61.8463,58.7607,35.4568,419.0786,,,,,,,
1104.4428,14.75,19.0203,2.336,0.0515492,68.2807,35.3125,0.23225,66.3985,59.16,35.6964,418.8191,,,,,,,
1104.5952,14.75,18.8948,2.3143,0.0532313,69.7872,37.1493,0.25396,63.2615,56.5731,36.1524,418.8838,,,,,,,
1104.7476,14.75,18.6833,2.2996,0.057652,72.8468,39.3201,0.276498,55.5047,52.192,36.7384,419.1432,,,,,,,
1104.9,14.75,18.4718,2.2849,0.0620727,75.9064,41.491,0.299036,47.7479,47.8109,37.3244,419.4027,,,,,,,
1105.0524,14.75,18.3126,2.2675,0.0600669,80.9633,44.0191,0.316215,41.162,42.9132,37.7601,419.5729,,,,,,,
1105.2048,14.75,18.2535,2.2449,0.0457966,89.8317,47.2289,0.323167,36.8109,37.0297,37.909,419.5729,,,,,,,
1105.3572,14.75,18.1943,2.2223,0.0315262,98.7001,50.4387,0.330119,32.4597,31.1463,38.0579,419.5729,,,,,,,
1105.5096,14.75,18.1386,2.2015,0.0181237,107.1333,53.4553,0.337257,28.2687,25.5359,38.1975,419.5389,,,,,,,
1105.662,14.75,18.1344,2.2074,0.0176296,109.0932,53.5966,0.34715,26.4598,23.988,38.1982,418.9982,,,,,,,
1105.8144,14.75,18.1302,2.2133,0.0171354,111.0531,53.7379,0.357043,24.6509,22.4401,38.199,418.4575,,,,,,,
1105.9668,14.75,18.126,2.2192,0.0166413,113.013,53.8792,0.366937,22.8421,20.8921,38.1998,417.9169,,,,,,,
1106.1192,14.75,18.1176,2.2264,0.0213161,113.2385,53.6541,0.361245,22.061,20.5111,38.2178,418.222,,,,,,,
1106.2716,14.75,18.108,2.2339,0.0274305,112.9809,53.3271,0.351213,21.5663,20.4551,38.2407,418.7626,,,,,,,
1106.424,14.75,18.0985,2.2414,0.033545,112.7233,53,0.34118,21.0716,20.399,38.2636,419.3033,,,,,,,
1106.5764,14.75,18.1006,2.2433,0.0353223,112.5612,53.3262,0.339856,20.6314,19.9887,38.1774,419.5729,,,,,,,
1106.7288,14.75,18.1142,2.2397,0.0327852,112.4942,54.3023,0.347194,20.2457,19.2259,37.9827,419.5729,,,,,,,
1106.8812,14.75,18.1278,2.2361,0.0302481,112.4272,55.2783,0.354531,19.8599,18.4631,37.788,419.5729,,,,,,,
1107.0336,14.75,18.1513,2.2343,0.0289506,112.4185,56.2828,0.361493,19.4495,17.7796,37.5749,419.5729,,,,,,,
1107.186,14.75,18.2098,2.2387,0.0320362,112.6159,57.3882,0.367124,18.9522,17.3768,37.2968,419.5729,,,,,,,
1107.3384,14.75,18.2682,2.2431,0.0351217,112.8133,58.4936,0.372755,18.4548,16.974,37.0187,419.5729,,,,,,,
1107.4908,14.75,18.3267,2.2475,0.0382073,113.0107,59.599,0.378386,17.9574,16.5712,36.7406,419.5729,,,,,,,
1107.6432,14.75,18.4031,2.233,0.0342812,113.1956,58.5797,0.382089,17.655,16.357,37.0177,419.5729,,,,,,,
1107.7956,14.75,18.4805,2.2172,0.0299046,113.3796,57.424,0.385669,17.3651,16.1549,37.3304,419.5729,,,,,,,
1107.948,14.75,18.558,2.2014,0.0255281,113.5637,56.2683,0.389248,17.0753,15.9528,37.6431,419.5729,,,,,,,
1108.1004,14.75,18.5834,2.1983,0.0190387,113.8236,56.4513,0.393222,16.899,15.753,37.8252,419.4618,,,,,,,
1108.2528,14.75,18.5819,2.2017,0.0114551,114.1229,57.3277,0.397401,16.7816,15.5542,37.9396,419.293,,,,,,,
1108.4052,14.75,18.5804,2.2052,0.0038715,114.4221,58.2041,0.401579,16.6641,15.3555,38.0541,419.1243,,,,,,,
1108.5576,14.75,18.5856,2.2087,0.0023219,114.5122,58.8645,0.404407,16.5061,15.178,38.0519,418.8472,,,,,,,
1108.71,14.75,18.602,2.2124,0.0107031,114.258,59.1696,0.405014,16.2814,15.0352,37.8575,418.3918,,,,,,,
1108.8624,14.75,18.6183,2.2161,0.0190844,114.0038,59.4746,0.405621,16.0566,14.8925,37.6632,417.9364,,,,,,,
1109.0148,14.75,18.6447,2.22,0.0267822,113.7671,59.8594,0.405772,15.8512,14.7522,37.4935,417.5858,,,,,,,
1109.1672,14.75,18.7655,2.2247,0.028126,113.6932,60.9859,0.401685,15.8257,14.6346,37.5533,418.21,,,,,,,
1109.3196,14.75,18.8862,2.2295,0.0294697,113.6193,62.1123,0.397597,15.8001,14.5169,37.6131,418.8341,,,,,,,
1109.472,14.75,19.0069,2.2342,0.0308135,113.5454,63.2388,0.39351,15.7745,14.3993,37.6728,419.4583,,,,,,,
1109.6244,14.75,18.8794,2.242,0.0288567,113.0818,62.7057,0.39351,16.0792,14.5722,37.7425,419.8351,,,,,,,
1109.7768,14.75,18.6961,2.2505,0.0261571,112.5304,61.7991,0.39443,16.4581,14.8104,37.8145,420.1562,,,,,,,
1109.9292,14.75,18.5127,2.259,0.0234575,111.9791,60.8924,0.39535,16.8371,15.0486,37.8865,420.4774,,,,,,,
1110.0816,14.75,18.4281,2.2654,0.0174671,110.2605,58.863,0.392208,17.9426,16.1032,37.9345,420.5488,,,,,,,
1110.234,14.75,18.4292,2.2699,0.0086214,107.5291,55.8593,0.385543,19.6786,17.8661,37.9619,420.4037,,,,,,,
1110.3864,14.75,18.4303,2.2744,-0.0002244,104.7978,52.8557,0.378878,21.4146,19.6289,37.9892,420.2585,,,,,,,
1110.5388,14.75,18.4605,2.2907,-0.0006501,100.3262,49.8576,0.367664,23.8068,22.244,38.0871,420.1102,,,,,,,
1110.6912,14.75,18.5758,2.3417,0.0235765,90.7595,46.8756,0.343135,28.1202,27.3543,38.3916,419.9523,,,,,,,
1110.8436,14.75,18.6911,2.3927,0.0478031,81.1928,43.8936,0.318606,32.4336,32.4646,38.6961,419.7945,,,,,,,
1110.996,14.75,18.8064,2.4438,0.0720296,71.6261,40.9116,0.294077,36.747,37.5749,39.0006,419.6366,,,,,,,
1111.1484,14.75,18.5634,2.4359,0.0726027,75.443,40.4786,0.278851,40.3306,40.2004,39.1544,419.1484,,,,,,,
1111.3008,14.75,18.3108,2.4265,0.0725383,79.6207,40.1144,0.263876,43.8945,42.7589,39.3042,418.6512,,,,,,,
1111.4532,14.75,18.0582,2.417,0.0724738,83.7983,39.7501,0.248901,47.4584,45.3175,39.454,418.1541,,,,,,,
1111.6056,14.75,18.0047,2.382,0.0672953,87.0915,41.8901,0.256572,48.3649,45.3738,39.4123,418.3333,,,,,,,
1111.758,14.75,18.0395,2.3358,0.0598504,89.9927,45.14,0.274279,48.0939,44.3211,39.2857,418.8123,,,,,,,
1111.9104,14.75,18.0743,2.2895,0.0524055,92.8939,48.3898,0.291986,47.8228,43.2685,39.1592,419.2913,,,,,,,
1112.0628,14.75,18.0447,2.2527,0.0449831,96.0024,49.8546,0.307146,46.6536,42.0096,39.083,419.8578,,,,,,,
1112.2152,14.75,17.9232,2.2292,0.0375929,99.4067,48.7727,0.318671,44.2031,40.4565,39.0786,420.5491,,,,,,,
1112.3676,14.75,17.8018,2.2058,0.0302026,102.811,47.6908,0.330197,41.7525,38.9034,39.0742,421.2404,,,,,,,
1112.52,14.75,17.7023,2.1861,0.023905,105.9293,47.0234,0.34088,39.5399,37.416,39.0501,421.8273,,,,,,,
1112.6724,14.75,17.7483,2.1908,0.0248406,107.1542,49.1001,0.345986,38.9025,36.3633,38.8954,421.7239,,,,,,,
1112.8248,14.75,17.7943,2.1955,0.0257761,108.3792,51.1768,0.351091,38.2651,35.3107,38.7407,421.6205,,,,,,,
1112.9772,14.75,17.8403,2.2002,0.0267116,109.6041,53.2535,0.356197,37.6276,34.2581,38.586,421.5171,,,,,,,
1113.1296,14.75,17.8341,2.1934,0.0226325,109.694,53.5328,0.350589,37.1385,34.0969,38.6466,421.2547,,,,,,,
1113.282,14.75,17.8188,2.1845,0.0176712,109.5842,53.4959,0.343096,36.6755,34.0926,38.7452,420.9644,,,,,,,
1113.4344,14.75,17.8035,2.1757,0.0127099,109.4744,53.459,0.335603,36.2125,34.0883,38.8437,420.6741,,,,,,,
1113.5868,14.75,17.8134,2.1747,0.013467,109.6282,53.8235,0.333721,36.8339,34.5106,39.0658,420.6597,,,,,,,
1113.7392,14.75,17.8423,2.1797,0.0185459,109.9811,54.4912,0.336079,38.275,35.2551,39.3812,420.8539,,,,,,,
1113.8916,14.75,17.8712,2.1847,0.0236248,110.334,55.1589,0.338438,39.716,35.9997,39.6966,421.048,,,,,,,
1114.044,14.75,17.9389,2.2038,0.0241949,107.7255,54.4263,0.330982,42.0767,38.4637,39.8163,421.0442,,,,,,,
1114.1964,14.75,18.102,2.2575,0.0136571,97.8214,50.2437,0.299348,46.7029,45.1638,39.454,420.5525,,,,,,,
1114.3488,14.75,18.2652,2.3111,0.0031192,87.9172,46.0611,0.267713,51.3292,51.8639,39.0916,420.0608,,,,,,,
1114.5012,14.75,18.4275,2.3647,-0.0072113,78.0632,41.9077,0.236103,55.9951,58.5853,38.7316,419.5769,,,,,,,
1114.6536,14.75,18.4773,2.4017,0.008595,74.5339,41.4388,0.207555,65.6691,67.9899,38.6605,420.0795,,,,,,,
1114.806,14.75,18.5272,2.4388,0.0244012,71.0045,40.9699,0.179007,75.3431,77.3945,38.5895,420.5821,,,,,,,
1114.9584,14.75,18.577,2.4759,0.0402075,67.4751,40.5009,0.150459,85.0171,86.7991,38.5185,421.0847,,,,,,,
1115.1108,14.75,18.4757,2.4846,0.0441628,67.4093,39.4017,0.147804,93.6816,95.6293,38.7795,421.359,,,,,,,
1115.2632,14.75,18.3176,2.4827,0.0436686,68.644,38.0657,0.15487,101.9671,104.244,39.1653,421.5477,,,,,,,
1115.4156,14.75,18.1596,2.4808,0.0431745,69.8787,36.7298,0.161937,110.2526,112.8586,39.5511,421.7364,,,,,,,
1115.568,14.75,18.0601,2.4768,0.0495177,70.7136,36.0743,0.166762,110.5837,114.1158,39.8557,421.8409,,,,,,,
1115.7204,14.75,18.0334,2.4702,0.0643474,71.0523,36.2636,0.168804,101.0421,106.2412,40.0595,421.8409,,,,,,,
1115.8728,14.75,18.0067,2.4635,0.0791771,71.391,36.4528,0.170847,91.5005,98.3666,40.2633,421.8409,,,,,,,
1116.0252,14.75,17.9844,2.4445,0.0873123,73.4869,37.361,0.180121,82.2956,89.7893,40.4547,421.7266,,,,,,,
1116.1776,14.75,17.9844,2.3634,0.061656,84.4523,41.8981,0.225897,74.7904,77.6647,40.5829,421.0353,,,,,,,
1116.33,14.75,17.9844,2.2823,0.0359998,95.4177,46.4353,0.271672,67.2852,65.5401,40.7111,420.3441,,,,,,,
1116.4824,14.75,17.9844,2.2011,0.0103435,106.3831,50.9725,0.317448,59.7799,53.4155,40.8393,419.6528,,,,,,,
1116.6348,14.75,17.9844,2.1872,0.0095166,108.6338,51.9459,0.322986,55.5474,49.5011,40.7452,419.5729,,,,,,,
1116.7872,14.75,17.9844,2.1821,0.0119314,109.7467,52.4541,0.323271,51.7422,46.6586,40.6221,419.5729,,,,,,,
1116.9396,14.75,17.9844,2.177,0.0143462,110.8596,52.9622,0.323555,47.937,43.8162,40.499,419.5729,,,,,,,
1117.092,14.75,17.9852,2.1756,0.0147895,111.1675,53.5131,0.328522,45.174,41.9271,40.4138,419.9902,,,,,,,
1117.2444,14.75,17.9865,2.1766,0.0139383,110.9468,54.092,0.336564,43.0952,40.6638,40.3536,420.6815,,,,,,,
1117.3968,14.75,17.9879,2.1776,0.0130871,110.7262,54.671,0.344606,41.0165,39.4006,40.2933,421.3728,,,,,,,
1117.5492,14.75,18.0194,2.1846,0.0147403,110.6361,55.5921,0.350456,38.9301,37.5136,40.2414,421.8315,,,,,,,
1117.7016,14.75,18.1142,2.2041,0.0216466,110.8198,57.2309,0.35171,36.8278,34.3182,40.2071,421.8025,,,,,,,
1117.854,14.75,18.2091,2.2237,0.0285528,111.0036,58.8697,0.352963,34.7255,31.1229,40.1728,421.7735,,,,,,,
1118.0064,14.75,18.3024,2.2425,0.034841,111.1656,60.4337,0.354036,32.658,28.0283,40.1427,421.7469,,,,,,,
1118.1588,14.75,18.3624,2.244,0.0270293,110.8313,60.2925,0.350998,31.3837,27.2324,40.2104,421.7759,,,,,,,
1118.3112,14.75,18.4223,2.2455,0.0192176,110.4971,60.1514,0.347959,30.1094,26.4365,40.278,421.805,,,,,,,
1118.4636,14.75,18.4822,2.247,0.0114059,110.1628,60.0102,0.34492,28.8351,25.6406,40.3456,421.834,,,,,,,
1118.616,14.75,18.467,2.2462,0.0156239,109.8491,60.558,0.347821,29.0599,26.1447,40.3894,422.1143,,,,,,,
1118.7684,14.75,18.4283,2.2447,0.0236169,109.5418,61.3221,0.352585,29.7552,27.0568,40.4257,422.4736,,,,,,,
1118.9208,14.75,18.3896,2.2431,0.0316099,109.2345,62.0862,0.357349,30.4504,27.9689,40.4619,422.8328,,,,,,,
1119.0732,14.75,18.3535,2.2336,0.0331873,109.5013,60.8365,0.35514,31.1376,28.9575,40.5419,422.847,,,,,,,
1119.2256,14.75,18.3202,2.2155,0.0278232,110.3893,57.4079,0.345386,31.816,30.0289,40.669,422.4877,,,,,,,
1119.378,14.75,18.287,2.1973,0.0224592,111.2772,53.9794,0.335632,32.4944,31.1004,40.7962,422.1285,,,,,,,
1119.5304,14.75,18.2824,2.1861,0.0194612,112.0334,51.5433,0.328856,33.0123,31.6637,40.872,421.8409,,,,,,,
1119.6828,14.75,18.3925,2.2026,0.0259589,112.261,53.0902,0.334033,32.8857,30.1873,40.7415,421.8409,,,,,,,
1119.8352,14.75,18.5026,2.2191,0.0324566,112.4886,54.6372,0.339209,32.7591,28.7109,40.6111,421.8409,,,,,,,
1119.9876,14.75,18.6127,2.2357,0.0389542,112.7162,56.1841,0.344385,32.6325,27.2346,40.4807,421.8409,,,,,,,
1120.14,14.75,18.4893,2.2167,0.0386062,112.421,57.5428,0.352505,31.988,27.3655,40.5269,421.8409,,,,,,,
1120.2924,14.75,18.3453,2.1947,0.0376519,112.0794,58.8849,0.360885,31.2976,27.6388,40.5888,421.8409,,,,,,,
1120.4448,14.75,18.2012,2.1726,0.0366976,111.7379,60.227,0.369266,30.6073,27.9121,40.6507,421.8409,,,,,,,
1120.5972,14.75,18.1183,2.1705,0.0334007,111.6198,60.4776,0.371971,30.9763,28.4248,40.846,421.8409,,,,,,,
1120.7496,14.75,18.0703,2.1798,0.0287733,111.6286,60.1083,0.371453,31.9469,29.0736,41.1172,421.8409,,,,,,,
1120.902,14.75,18.0222,2.1891,0.024146,111.6374,59.7391,0.370936,32.9175,29.7224,41.3884,421.8409,,,,,,,
1121.0544,14.75,17.9842,2.1932,0.0194226,111.7871,59.2798,0.37102,33.8105,30.5656,41.3782,421.8409,,,,,,,
1121.2068,14.75,17.9643,2.1879,0.0145261,112.1905,58.6584,0.372189,34.5636,31.759,40.8614,421.8409,,,,,,,
1121.3592,14.75,17.9444,2.1826,0.0096296,112.594,58.037,0.373358,35.3168,32.9525,40.3445,421.8409,,,,,,,
1121.5116,14.75,17.9368,2.1786,0.0059588,112.8834,57.6945,0.37417,35.9334,33.9343,39.8343,421.8828,,,,,,,
1121.664,14.75,18.079,2.1901,0.0171654,111.7886,60.7365,0.370658,34.892,32.3468,39.4044,422.4325,,,,,,,
1121.8164,14.75,18.2212,2.2015,0.0283721,110.6939,63.7786,0.367147,33.8507,30.7593,38.9745,422.9823,,,,,,,
1121.9688,14.75,18.3634,2.2129,0.0395787,109.5991,66.8206,0.363635,32.8093,29.1718,38.5445,423.532,,,,,,,
1122.1212,14.75,18.372,2.2154,0.0411849,109.6091,66.3674,0.367309,32.1546,28.016,38.5258,423.2074,,,,,,,
1122.2736,14.75,18.3462,2.2156,0.0403197,109.9034,65.0143,0.372834,31.5994,26.9713,38.6129,422.6576,,,,,,,
1122.426,14.75,18.3204,2.2157,0.0394544,110.1978,63.6613,0.378358,31.0442,25.9266,38.7,422.1078,,,,,,,
1122.5784,14.75,18.2954,2.2088,0.0369392,110.4575,62.0089,0.377996,30.908,26.1602,38.942,421.8409,,,,,,,
1122.7308,14.75,18.2712,2.1952,0.0328665,110.6846,60.074,0.372078,31.1675,27.6002,39.3304,421.8409,,,,,,,
1122.8832,14.75,18.2469,2.1816,0.0287939,110.9117,58.1391,0.36616,31.4269,29.0403,39.7188,421.8409,,,,,,,
1123.0356,14.75,18.3414,2.175,0.0263771,111.0782,56.6484,0.360621,31.955,30.2149,40.148,422.0024,,,,,,,
1123.188,14.75,18.8256,2.1915,0.0293931,111.0458,56.615,0.356326,33.3642,30.5185,40.7112,422.6937,,,,,,,
1123.3404,14.75,19.3099,2.2081,0.0324092,111.0133,56.5815,0.352031,34.7733,30.822,41.2744,423.3849,,,,,,,
1123.4928,14.75,19.7941,2.2246,0.0354252,110.9809,56.5481,0.347736,36.1825,31.1256,41.8376,424.0762,,,,,,,
1123.6452,14.75,19.939,2.2104,0.0408208,111.1351,55.8911,0.365785,35.189,30.4431,41.955,423.4503,,,,,,,
1123.7976,14.75,20.067,2.1948,0.0463345,111.2985,55.2032,0.384942,34.0764,29.7117,42.0503,422.759,,,,,,,
1123.95,14.75,20.195,2.1791,0.0518482,111.462,54.5152,0.404099,32.9637,28.9804,42.1455,422.0677,,,,,,,
1124.1024,14.75,19.9121,2.1718,0.0522107,111.4005,55.8548,0.418442,31.6864,27.9942,43.1381,422.3054,,,,,,,
1124.2548,14.75,19.4284,2.1685,0.0500579,111.2292,58.1844,0.430433,30.3287,26.8837,44.5687,422.9966,,,,,,,
1124.4072,14.75,18.9447,2.1652,0.0479052,111.0579,60.514,0.442424,28.971,25.7732,45.9993,423.6879,,,,,,,
1124.5596,14.75,18.6202,2.1674,0.0449985,110.7123,60.7314,0.442551,28.0375,24.9626,47.3113,424.1089,,,,,,,
1124.712,14.75,18.5435,2.178,0.0409181,110.0952,57.6598,0.424203,27.7644,24.6189,48.4386,424.1089,,,,,,,
1124.8644,14.75,18.4668,2.1886,0.0368376,109.4782,54.5883,0.405855,27.4912,24.2752,49.5659,424.1089,,,,,,,
1125.0168,14.75,18.3833,2.1964,0.0345616,109.0965,52.0529,0.390666,27.3628,24.1026,50.6875,424.1089,,,,,,,
1125.1692,14.75,18.2451,2.1805,0.0468499,110.6147,53.8448,0.400975,28.4027,25.3115,51.7628,424.1089,,,,,,,
1125.3216,14.75,18.1069,2.1646,0.0591381,112.133,55.6367,0.411284,29.4425,26.5203,52.8381,424.1089,,,,,,,
1125.474,14.75,17.9687,2.1487,0.0714264,113.6513,57.4286,0.421593,30.4823,27.7292,53.9134,424.1089,,,,,,,
1125.6264,14.75,17.9318,2.1846,0.0610433,111.5457,56.6645,0.405161,31.2042,29.1888,54.2342,423.7943,,,,,,,
1125.7788,14.75,17.9158,2.2311,0.0459968,108.6947,55.3746,0.383228,31.8607,30.7001,54.3997,423.4151,,,,,,,
1125.9312,14.75,17.8997,2.2776,0.0309504,105.8438,54.0847,0.361296,32.5172,32.2114,54.5652,423.0359,,,,,,,
1126.0836,14.75,17.9592,2.2847,0.0232993,105.8559,54.4675,0.348493,32.7496,32.1123,54.6551,423.0728,,,,,,,
1126.236,14.75,18.081,2.2595,0.0217345,108.2242,56.227,0.343202,32.6329,30.6879,54.683,423.452,,,,,,,
1126.3884,14.75,18.2027,2.2343,0.0201696,110.5925,57.9864,0.337912,32.5162,29.2636,54.7108,423.8312,,,,,,,
1126.5408,14.75,18.2876,2.2139,0.0180738,112.0347,59.1271,0.333156,32.1612,28.0988,54.6936,424.1089,,,,,,,
1126.6932,14.75,18.2719,2.2065,0.0145253,110.9438,58.5751,0.329862,31.1545,27.644,54.5533,424.1089,,,,,,,
1126.8456,14.75,18.2562,2.1991,0.0109769,109.8528,58.0231,0.326567,30.1478,27.1892,54.413,424.1089,,,,,,,
1126.998,14.75,18.2404,2.1917,0.0074284,108.7619,57.4712,0.323273,29.1411,26.7344,54.2727,424.1089,,,,,,,
1127.1504,14.75,18.2906,2.202,0.0160733,109.5931,58.4281,0.333255,28.7444,26.6744,53.1685,423.6272,,,,,,,
1127.3028,14.75,18.3416,2.2126,0.0248804,110.45,59.4051,0.343414,28.3558,26.6197,52.0514,423.1391,,,,,,,
1127.4552,14.75,18.3926,2.2232,0.0336874,111.3068,60.3822,0.353573,27.9672,26.5649,50.9344,422.6511,,,,,,,
1127.6076,14.75,18.4235,2.2308,0.034359,111.0596,60.8391,0.359854,27.493,25.9079,48.8062,422.8522,,,,,,,
1127.76,14.75,18.4462,2.2372,0.0316434,110.3526,61.0795,0.364521,26.9831,25.0002,46.2571,423.3402,,,,,,,
1127.9124,14.75,18.4689,2.2436,0.0289277,109.6456,61.32,0.369188,26.4732,24.0925,43.7079,423.8283,,,,,,,
1128.0648,14.75,18.4661,2.2464,0.0290385,109.3539,60.932,0.369676,26.0261,23.4787,41.4993,424.1513,,,,,,,
1128.2172,14.75,18.4289,2.2445,0.0329702,109.6237,59.6946,0.364514,25.664,23.2624,39.7512,424.2511,,,,,,,
1128.3696,14.75,18.3918,2.2425,0.0369018,109.8935,58.4571,0.359352,25.3019,23.0461,38.003,424.3509,,,,,,,
1128.522,14.75,18.3427,2.24,0.0393302,110.1045,57.6025,0.355079,25.0262,22.8885,36.3926,424.4218,,,,,,,
