DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,RESD= Rt,RESM,SP,TENS,,porosity,log rt,calculated log rt,,,
362.5596,14.75,20.075,2.1903,0.0385841,138.1507,72.7056,0.400638,38.0753,33.3375,58.9106,233.7947,0.4597,0.278606061,1.580643334,-2.776340263,,,
362.712,14.75,20.0093,2.1835,0.0393696,136.7576,68.0706,0.386017,37.7934,33.2167,59.6351,233.029,0.4665,0.282727273,1.577415964,-2.750831685,,,
362.8644,14.75,19.9437,2.1768,0.0401552,135.3645,63.4356,0.371396,37.5115,33.0959,60.3596,232.2634,0.4732,0.286787879,1.574164431,-2.726059334,,,
363.0168,14.75,19.8811,2.1704,0.0400752,134.211,59.6787,0.359485,37.2241,32.9465,61.1346,231.7893,0.4796,0.290666667,1.570824206,-2.70272158,,,
363.1692,14.75,19.8442,2.1664,0.0330096,134.9917,63.0093,0.369446,36.8923,32.5667,62.317,233.669,0.4836,0.293090909,1.566935732,-2.688293109,,,
363.3216,14.75,19.8072,2.1625,0.025944,135.7722,66.34,0.379407,36.5606,32.1868,63.4993,235.5487,0.4875,0.295454545,1.563013314,-2.674339797,,,
363.474,14.75,19.7702,2.1586,0.0188783,136.5528,69.6706,0.389368,36.2289,31.807,64.6817,237.4284,0.4914,0.297818182,1.559055148,-2.660497669,,,
363.6264,14.75,19.8135,2.1675,0.0250594,137.061,68.7263,0.39626,36.0338,31.6534,65.5716,237.2179,0.4825,0.292424242,1.556710064,-2.692249007,,,
363.7788,14.75,19.8732,2.1791,0.0339653,137.5131,66.9027,0.402522,35.8668,31.5464,66.4013,236.5774,0.4709,0.285393939,1.554692631,-2.734523516,,,
363.9312,14.75,19.933,2.1907,0.0428712,137.9652,65.079,0.408783,35.6998,31.4395,67.2311,235.9369,0.4593,0.278363636,1.552665783,-2.777852496,,,
364.0836,14.75,19.966,2.1896,0.0438566,137.8555,62.5493,0.401284,35.4273,31.1566,67.6482,234.75,0.4604,0.279030303,1.549338055,-2.773697018,,,
364.236,14.75,19.9769,2.1782,0.0383238,137.2834,59.4384,0.382462,35.068,30.729,67.7257,233.1135,0.4718,0.285939394,1.544910998,-2.731206531,,,
364.3884,14.75,19.9879,2.1668,0.032791,136.7113,56.3275,0.363639,34.7086,30.3015,67.8032,231.4769,0.4832,0.292848485,1.540437096,-2.689730575,,,
364.5408,14.75,19.9977,2.1589,0.0278208,136.4627,55.1341,0.354463,34.3652,29.912,67.8701,230.9148,0.4911,0.297636364,1.536118876,-2.661558541,,,
364.6932,14.75,20.0045,2.1606,0.0243895,137.099,59.1858,0.371674,34.0652,29.6269,67.9081,233.2916,0.4894,0.296606061,1.532310943,-2.667582418,,,
364.8456,14.75,20.0113,2.1623,0.0209583,137.7353,63.2374,0.388884,33.7652,29.3418,67.946,235.6685,0.4877,0.295575758,1.528469327,-2.673627255,,,
364.998,14.75,20.0181,2.1639,0.017527,138.3716,67.289,0.406095,33.4652,29.0567,67.9839,238.0453,0.4861,0.294606061,1.524593425,-2.679335793,,,
365.1504,14.75,20.0899,2.1656,0.0201797,138.6018,64.2258,0.403086,33.1646,28.9616,68.3332,237.4122,0.4844,0.293575758,1.520674764,-2.68542174,,,
365.3028,14.75,20.1626,2.1673,0.0229133,138.8266,61.0679,0.399808,32.8641,28.869,68.6867,236.739,0.4827,0.292545455,1.516721743,-2.691529082,,,
365.4552,14.75,20.2353,2.169,0.0256469,139.0514,57.9101,0.39653,32.5636,28.7765,69.0401,236.0659,0.481,0.291515152,1.512732411,-2.697657972,,,
365.6076,14.75,20.2661,2.1643,0.0240191,139.3915,58.2833,0.393363,32.2159,28.4093,69.2503,235.38,0.4857,0.294363636,1.508070269,-2.680765864,,,
365.76,14.75,20.2795,2.1569,0.0205753,139.7796,60.1266,0.390242,31.8486,27.9278,69.4009,234.6887,0.4931,0.298848485,1.503090346,-2.654498267,,,
365.9124,14.75,20.2929,2.1495,0.0171316,140.1677,61.97,0.387121,31.4813,27.4463,69.5514,233.9974,0.5005,0.303333333,1.498052658,-2.62862195,,,
366.0648,14.75,20.2764,2.1459,0.0171471,139.8197,62.9507,0.389567,31.2381,27.2369,69.2949,233.8516,0.5041,0.305515152,1.494684611,-2.616171488,,,
366.2172,14.75,20.2195,2.1472,0.0218388,138.4767,62.7653,0.399539,31.1628,27.3953,68.4878,234.4431,0.5028,0.304727273,1.493636472,-2.620657202,,,
366.3696,14.75,20.1626,2.1485,0.0265306,137.1337,62.58,0.409512,31.0875,27.5537,67.6808,235.0345,0.5015,0.303939394,1.492585798,-2.625154528,,,
366.522,14.75,20.1038,2.1507,0.0309697,136.1055,62.6156,0.41812,31.0412,27.7135,67.0312,235.555,0.4993,0.302606061,1.491938502,-2.632792013,,,
366.6744,14.75,20.0338,2.1589,0.0339107,136.9433,63.961,0.418644,31.1668,27.8817,67.3146,235.6548,0.4911,0.297636364,1.493692214,-2.661558541,,,
366.8268,14.75,19.9638,2.1671,0.0368517,137.7811,65.3064,0.419168,31.2923,28.05,67.598,235.7546,0.4829,0.292666667,1.495437485,-2.690809456,,,
366.9792,14.75,19.8938,2.1753,0.0397927,138.6189,66.6518,0.419691,31.4179,28.2182,67.8814,235.8544,0.4747,0.28769697,1.497177153,-2.720561351,,,
367.1316,14.75,19.9179,2.1729,0.0400035,138.4493,66.6836,0.414334,31.8236,28.1776,68.35,235.2711,0.4771,0.289151515,1.502749307,-2.711800611,,,
367.284,14.75,19.9569,2.1687,0.0397828,138.1205,66.5077,0.408048,32.2735,28.104,68.8478,234.5798,0.4813,0.29169697,1.508846066,-2.696574831,,,
367.4364,14.75,19.9959,2.1646,0.0395622,137.7917,66.3318,0.401761,32.7234,28.0304,69.3457,233.8885,0.4854,0.294181818,1.514858421,-2.68183919,,,
367.5888,14.75,20.0168,2.1611,0.036027,138.0866,66.6483,0.395603,32.9526,28.7138,69.5325,234.0029,0.4889,0.29630303,1.517889687,-2.669358129,,,
367.7412,14.75,20.0248,2.158,0.030118,138.8281,67.3174,0.389538,33.0237,29.9393,69.4965,234.6941,0.492,0.298181818,1.51882573,-2.658377867,,,
367.8936,14.75,20.0327,2.1549,0.024209,139.5696,67.9866,0.383473,33.0948,31.1647,69.4606,235.3854,0.4951,0.300060606,1.519759761,-2.647466572,,,
368.046,14.75,20.0418,2.1532,0.0202612,139.7589,67.9414,0.379994,33.0301,31.1818,69.2908,235.868,0.4968,0.301090909,1.518909889,-2.641511929,,,
368.1984,14.75,20.0533,2.1549,0.0208495,138.6711,66.2439,0.382498,32.6516,28.4036,68.8114,235.868,0.4951,0.300060606,1.513904468,-2.647466572,,,
368.3508,14.75,20.0648,2.1565,0.0214378,137.5833,64.5465,0.385002,32.273,25.6255,68.3321,235.868,0.4935,0.299090909,1.508839338,-2.65308965,,,
368.5032,14.75,20.0758,2.1581,0.0220793,136.5494,62.9088,0.387704,31.9062,22.9405,67.8608,235.8643,0.4919,0.298121212,1.503875083,-2.658730987,,,
368.6556,14.75,20.0653,2.1541,0.0252039,138.0282,64.0591,0.399654,32.0876,24.6021,67.7662,235.6846,0.4959,0.300545455,1.506337235,-2.644661844,,,
368.808,14.75,20.0548,2.1501,0.0283285,139.507,65.2093,0.411603,32.269,26.2637,67.6716,235.505,0.4999,0.302969697,1.508785507,-2.630705731,,,
368.9604,14.75,20.0443,2.1461,0.0314531,140.9858,66.3596,0.423553,32.4505,27.9253,67.577,235.3254,0.5039,0.305393939,1.511221393,-2.616860844,,,
369.1128,14.75,19.9174,2.1507,0.0332209,140.7013,66.8157,0.41944,32.2519,28.5556,67.8904,235.4117,0.4993,0.302606061,1.508555305,-2.632792013,,,
369.2652,14.75,19.7496,2.1583,0.0345123,139.7977,67.0282,0.409687,31.9198,28.8238,68.347,235.5913,0.4917,0.298,1.504060162,-2.659437444,,,
369.4176,14.75,19.5818,2.1658,0.0358037,138.8941,67.2406,0.399935,31.5878,29.092,68.8037,235.7709,0.4842,0.293454545,1.49951938,-2.686139137,,,
369.57,14.75,19.4923,2.1688,0.0350784,138.6319,65.973,0.395095,31.5327,29.1891,69.0255,236.1289,0.4812,0.291636364,1.498761159,-2.696935803,,,
369.7224,14.75,19.4948,2.1662,0.0319792,139.1247,62.9633,0.396039,31.8036,29.0848,68.971,236.6968,0.4838,0.293212121,1.502476283,-2.687574822,,,
369.8748,14.75,19.4973,2.1637,0.02888,139.6175,59.9535,0.396983,32.0745,28.9806,68.9165,237.2647,0.4863,0.294727273,1.506159895,-2.678621199,,,
370.0272,14.75,19.4884,2.1616,0.0269439,139.9195,57.8954,0.397965,32.2863,28.8483,68.6858,237.5191,0.4884,0.296,1.509018278,-2.671135657,,,
370.1796,14.75,19.4271,2.1612,0.0303619,139.3433,60.2176,0.399121,32.2256,28.5873,67.6443,236.3307,0.4888,0.296242424,1.508201012,-2.669713489,,,
370.332,14.75,19.3658,2.1609,0.0337799,138.7671,62.5399,0.400277,32.1649,28.3262,66.6028,235.1423,0.4891,0.296424242,1.507382206,-2.668647626,,,
370.4844,14.75,19.3045,2.1606,0.0371978,138.1909,64.8622,0.401433,32.1043,28.0651,65.5613,233.9539,0.4894,0.296606061,1.506563205,-2.667582418,,,
370.6368,14.75,19.2246,2.1587,0.0382094,138.6139,65.2791,0.402076,31.9372,28.1546,64.5406,234.3892,0.4913,0.297757576,1.504296838,-2.660851221,,,
370.7892,14.75,19.1426,2.1566,0.0389464,139.1509,65.4787,0.402659,31.7579,28.284,63.5221,235.0097,0.4934,0.299030303,1.501851777,-2.653441697,,,
370.9416,14.75,19.0605,2.1545,0.0396835,139.6879,65.6783,0.403243,31.5787,28.4135,62.5037,235.6302,0.4955,0.30030303,1.499394247,-2.646063642,,,
371.094,14.75,18.9179,2.1497,0.0378139,139.6629,66.1378,0.406961,31.4967,28.3817,61.3224,235.868,0.5003,0.303212121,1.498265054,-2.629316266,,,
371.2464,14.75,18.7376,2.1431,0.0343249,139.2887,66.7587,0.412627,31.4751,28.2497,60.0398,235.868,0.5069,0.307212121,1.497967119,-2.606549113,,,
371.3988,14.75,18.5573,2.1366,0.0308359,138.9145,67.3797,0.418292,31.4535,28.1177,58.7573,235.868,0.5134,0.311151515,1.497668979,-2.58441482,,,
371.5512,14.75,18.3877,2.1296,0.0267404,139.0296,68.0474,0.420416,31.4018,27.9834,57.7566,236.1003,0.5204,0.315393939,1.496954543,-2.560889126,,,
371.7036,14.75,18.2391,2.122,0.0214462,140.1118,68.8075,0.415539,31.2905,27.8449,57.313,236.7915,0.528,0.32,1.495412503,-2.535702587,,,
371.856,14.75,18.0906,2.1143,0.0161521,141.194,69.5677,0.410662,31.1793,27.7063,56.8695,237.4828,0.5357,0.324666667,1.493866361,-2.510551692,,,
372.0084,14.75,17.9497,2.108,0.0113482,142.1027,70.0915,0.40615,31.075,27.5791,56.4451,238.136,0.542,0.328484848,1.492411137,-2.490241131,,,
372.1608,14.75,17.94,2.1234,0.014949,140.0371,66.5632,0.407895,31.0889,27.6476,56.3487,238.136,0.5266,0.319151515,1.492605356,-2.540314859,,,
372.3132,14.75,17.9303,2.1389,0.0185498,137.9715,63.0349,0.409641,31.1029,27.7161,56.2523,238.136,0.5111,0.309757576,1.492800884,-2.592214754,,,
372.4656,14.75,17.9207,2.1543,0.0221505,135.9059,59.5065,0.411386,31.1168,27.7846,56.1558,238.136,0.4957,0.300424242,1.492994928,-2.645362602,,,
372.618,14.75,17.8798,2.1519,0.0241601,136.7228,59.0914,0.408259,31.147,27.7957,56.1023,237.8649,0.4981,0.301878788,1.493416223,-2.636972111,,,
372.7704,14.75,17.8298,2.1443,0.0257058,138.38,59.5837,0.403711,31.1819,27.7901,56.0613,237.5147,0.5057,0.306484848,1.493902574,-2.610666463,,,
372.9228,14.75,17.7798,2.1366,0.0272515,140.0372,60.0761,0.399164,31.2169,27.7844,56.0203,237.1645,0.5134,0.311151515,1.494389773,-2.58441482,,,
373.0752,14.75,17.789,2.1346,0.0295133,140.6132,61.7015,0.397721,31.2196,27.7362,55.9705,237.1599,0.5154,0.312363636,1.494427334,-2.577660621,,,
373.2276,14.75,17.8589,2.1382,0.0325102,140.0793,64.4903,0.399465,31.1893,27.6443,55.9115,237.5101,0.5118,0.310181818,1.494005628,-2.589837151,,,
373.38,14.75,17.9289,2.1419,0.035507,139.5454,67.279,0.401209,31.159,27.5524,55.8526,237.8603,0.5081,0.307939394,1.493583511,-2.602441498,,,
373.5324,14.75,17.9826,2.1432,0.0360344,138.9937,69.4798,0.405888,31.1002,27.4666,55.8272,237.9991,0.5068,0.307151515,1.492763182,-2.606891853,,,
373.6848,14.75,17.9763,2.136,0.0274153,138.3763,69.503,0.421439,30.9364,27.4034,55.926,237.355,0.514,0.311515152,1.490469774,-2.582385802,,,
373.8372,14.75,17.97,2.1287,0.0187961,137.7589,69.5261,0.43699,30.7725,27.3402,56.0249,236.7109,0.5213,0.315939394,1.48816278,-2.557887378,,,
373.9896,14.75,17.9637,2.1215,0.010177,137.1415,69.5493,0.452541,30.6087,27.2769,56.1237,236.0668,0.5285,0.32030303,1.485844885,-2.534058311,,,
374.142,14.75,17.9776,2.123,0.0118865,137.4577,65.6418,0.447955,30.6176,27.1567,56.5307,235.9788,0.527,0.319393939,1.485971145,-2.538995817,,,
374.2944,14.75,17.993,2.125,0.0143525,137.8422,61.4464,0.441894,30.6393,27.0323,56.9602,235.9317,0.525,0.318181818,1.486278839,-2.545601064,,,
374.4468,14.75,18.0083,2.1271,0.0168185,138.2267,57.251,0.435834,30.661,26.9079,57.3898,235.8845,0.5229,0.316909091,1.486586315,-2.55256371,,,
374.5992,14.75,18.0377,2.1207,0.0173008,138.539,55.8573,0.438775,30.5438,26.8964,58.0868,236.0345,0.5293,0.320787879,1.484923067,-2.531430702,,,
374.7516,14.75,18.0747,2.1096,0.0167191,138.8127,55.9661,0.446544,30.3522,26.9455,58.9273,236.2904,0.5404,0.327515152,1.482190175,-2.495376916,,,
374.904,14.75,18.1116,2.0985,0.0161375,139.0865,56.0749,0.454313,30.1606,26.9945,59.7678,236.5462,0.5515,0.334242424,1.479439977,-2.460056211,,,
375.0564,14.75,18.1764,2.0941,0.0185322,138.7309,56.7576,0.454814,29.9998,26.9333,60.8703,236.8685,0.5559,0.336909091,1.477118359,-2.446251581,,,
375.2088,14.75,18.2884,2.101,0.0259932,137.3042,58.4171,0.442944,29.8913,26.6844,62.4188,237.304,0.549,0.332727273,1.475544803,-2.4679489,,,
375.3612,14.75,18.4004,2.1079,0.0334541,135.8775,60.0765,0.431073,29.7829,26.4354,63.9672,237.7394,0.5421,0.328545455,1.473966983,-2.489920649,,,
375.5136,14.75,18.5178,2.1143,0.0399553,134.6644,61.7781,0.419554,29.6922,26.236,65.4514,238.1242,0.5357,0.324666667,1.472642377,-2.510551692,,,
375.666,14.75,18.6896,2.1152,0.0366616,135.6311,63.909,0.411623,29.7826,26.5427,66.2794,237.9917,0.5348,0.324121212,1.473962609,-2.513472683,,,
375.8184,14.75,18.8614,2.1162,0.0333678,136.598,66.04,0.403692,29.8731,26.8494,67.1074,237.8593,0.5338,0.323515152,1.475280293,-2.516724,,,
375.9708,14.75,19.0332,2.1171,0.0300741,137.5648,68.1709,0.395761,29.9636,27.1561,67.9354,237.7268,0.5329,0.322969697,1.476593991,-2.519655397,,,
376.1232,14.75,19.1044,2.1226,0.0254764,137.5815,66.5108,0.396462,30.0211,27.2317,68.1873,237.5445,0.5274,0.319636364,1.477426601,-2.537677776,,,
376.2756,14.75,19.1519,2.1292,0.0205698,137.373,63.9522,0.399208,30.0709,27.2525,68.3028,237.3504,0.5208,0.315636364,1.478146426,-2.559554375,,,
376.428,14.75,19.1994,2.1358,0.0156632,137.1645,61.3936,0.401954,30.1206,27.2734,68.4183,237.1562,0.5142,0.311636364,1.478863619,-2.581709988,,,
376.5804,14.75,19.22,2.1386,0.0166922,137.261,59.5729,0.400079,30.1203,27.0462,68.8649,237.4215,0.5114,0.309939394,1.478859293,-2.591195383,,,
376.7328,14.75,19.2167,2.1381,0.0230367,137.6308,58.413,0.394065,30.0752,26.597,69.6082,238.0983,0.5119,0.310242424,1.478208524,-2.589497759,,,
376.8852,14.75,19.2134,2.1376,0.0293812,138.0006,57.2531,0.388052,30.0301,26.1477,70.3514,238.7751,0.5124,0.310545455,1.477556778,-2.587801793,,,
377.0376,14.75,19.1979,2.1354,0.031456,138.3374,56.8653,0.388139,30.024,25.8417,70.8995,239.0396,0.5146,0.311878788,1.477468551,-2.58035915,,,
377.19,14.75,19.1453,2.128,0.0204943,138.5731,58.8348,0.406849,30.1369,25.9731,70.8517,238.0453,0.522,0.316363636,1.479098577,-2.555556266,,,
377.3424,14.75,19.0927,2.1206,0.0095326,138.8087,60.8043,0.425559,30.2499,26.1046,70.804,237.051,0.5294,0.320848485,1.480723943,-2.53110253,,,
377.4948,14.75,19.0401,2.1133,-0.0014291,139.0444,62.7738,0.444269,30.3628,26.236,70.7562,236.0567,0.5367,0.325272727,1.482341819,-2.507311896,,,
377.6472,14.75,19.0449,2.1164,0.0016457,137.4349,65.4115,0.43782,30.4929,26.5574,70.5344,236.4346,0.5336,0.323393939,1.48419873,-2.517374994,,,
377.7996,14.75,19.0516,2.1199,0.0052164,135.7602,68.0728,0.430482,30.6236,26.8856,70.3063,236.861,0.5301,0.321272727,1.486056243,-2.528807061,,,
377.952,14.75,19.0584,2.1234,0.0087871,134.0855,70.7341,0.423144,30.7543,27.2138,70.0783,237.2874,0.5266,0.319151515,1.487905846,-2.540314859,,,
378.1044,14.75,19.0416,2.1293,0.0160982,134.6082,70.3672,0.418476,30.7599,27.4016,70.1992,237.853,0.5207,0.315575758,1.487984919,-2.559887967,,,
378.2568,14.75,19.0139,2.1364,0.0251291,136.1412,68.608,0.415035,30.7079,27.5249,70.4805,238.4826,0.5136,0.311272727,1.487250118,-2.583738217,,,
378.4092,14.75,18.9862,2.1435,0.0341599,137.6742,66.8488,0.411594,30.656,27.6481,70.7617,239.1122,0.5065,0.306969697,1.486515487,-2.607920479,,,
378.5616,14.75,18.9148,2.1494,0.0413457,135.355,65.1469,0.408833,30.6843,27.8514,70.9533,239.3208,0.5006,0.303393939,1.48691622,-2.628274897,,,
378.714,14.75,18.7789,2.1536,0.0458117,127.3574,63.5295,0.407074,30.8308,28.1729,71.0125,238.9089,0.4964,0.300848485,1.488984794,-2.642911186,,,
378.8664,14.75,18.643,2.1579,0.0502777,119.3598,61.9121,0.405316,30.9774,28.4943,71.0718,238.4971,0.4921,0.298242424,1.491044964,-2.658024817,,,
379.0188,14.75,18.5426,2.1621,0.0534805,112.5453,60.5171,0.402389,31.1105,28.7826,71.1753,238.136,0.4879,0.29569697,1.492906991,-2.672915005,,,
379.1712,14.75,18.6946,2.166,0.0477063,114.1383,60.7025,0.391163,31.1474,28.835,71.5926,238.136,0.484,0.293333333,1.4934218,-2.686856831,,,
379.3236,14.75,18.8465,2.1698,0.0419321,115.7314,60.8878,0.379936,31.1844,28.8874,72.01,238.136,0.4802,0.291030303,1.493937392,-2.700549655,,,
379.476,14.75,18.9985,2.1737,0.0361578,117.3244,61.0732,0.368709,31.2214,28.9398,72.4273,238.136,0.4763,0.288666667,1.494452373,-2.714715952,,,
379.6284,14.75,19.1444,2.1623,0.0293384,123.1106,61.9675,0.361168,31.368,28.7134,72.5325,238.136,0.4877,0.295575758,1.496486829,-2.673627255,,,
379.7808,14.75,19.2892,2.148,0.0223235,129.6806,62.9943,0.354315,31.535,28.4349,72.5794,238.136,0.502,0.304242424,1.498792835,-2.623423409,,,
379.9332,14.75,19.434,2.1337,0.0153087,136.2505,64.0211,0.347462,31.7021,28.1564,72.6262,238.136,0.5163,0.312909091,1.501088032,-2.574629777,,,
380.0856,14.75,19.4869,2.1259,0.0131443,138.9709,63.6013,0.35702,31.6914,28.1283,72.627,238.136,0.5241,0.317636364,1.500941425,-2.548581639,,,
380.238,14.75,19.4679,2.1231,0.014765,138.6872,62.0528,0.379384,31.5419,28.2957,72.5917,238.136,0.5269,0.319333333,1.498887851,-2.539325483,,,
380.3904,14.75,19.449,2.1203,0.0163857,138.4035,60.5042,0.401748,31.3925,28.4631,72.5565,238.136,0.5297,0.321030303,1.496825903,-2.530118386,,,
380.5428,14.75,19.44,2.1183,0.0168848,138.2787,60.593,0.421062,31.2859,28.5765,72.537,238.136,0.5317,0.322242424,1.495348653,-2.523571636,,,
380.6952,14.75,19.4564,2.1179,0.0145117,138.5608,64.8745,0.432563,31.2889,28.5514,72.558,238.136,0.5321,0.322484848,1.495390295,-2.522265242,,,
380.8476,14.75,19.4728,2.1175,0.0121387,138.8429,69.156,0.444065,31.292,28.5262,72.5789,238.136,0.5325,0.322727273,1.495433322,-2.520959829,,,
381,14.75,19.4892,2.1172,0.0097656,139.125,73.4375,0.455566,31.2951,28.5011,72.5999,238.136,0.5328,0.322909091,1.495476344,-2.519981413,,,
381.1524,14.75,19.4961,2.1123,0.0068023,138.6845,71.0918,0.436225,31.1078,28.089,72.5232,238.136,0.5377,0.325878788,1.492869298,-2.504078132,,,
381.3048,14.75,19.503,2.1075,0.0038391,138.244,68.746,0.416884,30.9205,27.6768,72.4465,238.136,0.5425,0.328787879,1.490246508,-2.488639308,,,
381.4572,14.75,19.5099,2.1026,0.0008758,137.8035,66.4003,0.397542,30.7333,27.2646,72.3699,238.136,0.5474,0.331757576,1.487609195,-2.473019105,,,
381.6096,14.75,19.5225,2.1084,0.0052654,138.1385,65.066,0.399755,30.5464,27.0737,72.3359,238.136,0.5416,0.328242424,1.484960034,-2.491523655,,,
381.762,14.75,19.5371,2.1182,0.0125263,138.7763,64.1267,0.410385,30.3598,26.9691,72.3185,238.136,0.5318,0.32230303,1.482298906,-2.523244946,,,
381.9144,14.75,19.5518,2.1281,0.0197872,139.4141,63.1875,0.421015,30.1731,26.8645,72.3012,238.136,0.5219,0.31630303,1.479619932,-2.55588909,,,
382.0668,14.75,19.5467,2.1347,0.0278401,139.7271,63.9957,0.427668,30.02,26.7373,72.1711,238.1837,0.5153,0.31230303,1.477410688,-2.577997708,,,
382.2192,14.75,19.5164,2.1369,0.0369076,139.624,67.0431,0.429224,29.9099,26.5811,71.8964,238.2926,0.5131,0.310969697,1.475814961,-2.585430219,,,
382.3716,14.75,19.486,2.1391,0.0459752,139.5209,70.0905,0.43078,29.7997,26.4249,71.6218,238.4014,0.5109,0.309636364,1.474211892,-2.592894667,,,
382.524,14.75,19.4656,2.1403,0.0528706,139.5493,72.6217,0.431764,29.7027,26.2854,71.4085,238.394,0.5097,0.308909091,1.472795929,-2.596979743,,,
382.6764,14.75,19.4985,2.1355,0.0481453,140.2812,72.3912,0.429688,29.676,26.2348,71.5235,237.7644,0.5145,0.311818182,1.472405362,-2.580696761,,,
382.8288,14.75,19.5315,2.1307,0.0434199,141.0131,72.1607,0.427612,29.6492,26.1842,71.6385,237.1348,0.5193,0.314727273,1.47201298,-2.564564987,,,
382.9812,14.75,19.5644,2.1259,0.0386945,141.745,71.9302,0.425536,29.6225,26.1336,71.7536,236.5052,0.5241,0.317636364,1.471621708,-2.548581639,,,
383.1336,14.75,19.5781,2.1184,0.0364973,141.848,71.0213,0.415193,29.7287,26.2528,71.9515,236.6391,0.5316,0.322181818,1.473175918,-2.523898389,,,
383.286,14.75,19.589,2.1106,0.0346559,141.8625,70.017,0.403686,29.8536,26.3959,72.161,236.8804,0.5394,0.326909091,1.47499671,-2.498594509,,,
383.4384,14.75,19.5999,2.1027,0.0328145,141.877,69.0127,0.39218,29.9785,26.539,72.3706,237.1217,0.5473,0.33169697,1.476809899,-2.473336485,,,
383.5908,14.75,19.6757,2.1034,0.0322564,141.5216,68.2356,0.389738,30.1303,26.7223,72.3111,237.95,0.5466,0.331272727,1.479003456,-2.475559768,,,
383.7432,14.75,19.7955,2.1099,0.0325689,140.9153,67.6127,0.393446,30.3005,26.933,72.0691,239.1766,0.5401,0.327333333,1.481449795,-2.496341568,,,
383.8956,14.75,19.9154,2.1164,0.0328814,140.3091,66.9897,0.397154,30.4707,27.1437,71.8271,240.4031,0.5336,0.323393939,1.483882431,-2.517374994,,,
384.048,14.75,19.9955,2.1219,0.0330237,139.7599,67.2259,0.401353,30.5869,27.2954,71.4132,240.9376,0.5281,0.320060606,1.485535463,-2.535373608,,,
384.2004,14.75,19.9894,2.1256,0.032796,139.3351,69.3305,0.406619,30.586,27.319,70.6254,239.9669,0.5244,0.317818182,1.485522684,-2.547587546,,,
384.3528,14.75,19.9833,2.1292,0.0325682,138.9103,71.4352,0.411884,30.585,27.3425,69.8376,238.9962,0.5208,0.315636364,1.485508485,-2.559554375,,,
384.5052,14.75,19.9788,2.1326,0.0322158,138.5211,73.4152,0.417039,30.5916,27.3692,69.0599,238.0772,0.5174,0.313575758,1.485602192,-2.57093258,,,
384.6576,14.75,20.018,2.128,0.0283342,139.1386,71.8682,0.419042,30.8134,27.486,68.565,238.6215,0.522,0.316363636,1.488739622,-2.555556266,,,
384.81,14.75,20.0572,2.1234,0.0244526,139.7561,70.3212,0.421045,31.0351,27.6029,68.07,239.1658,0.5266,0.319151515,1.491853149,-2.540314859,,,
384.9624,14.75,20.0965,2.1188,0.020571,140.3736,68.7742,0.423048,31.2569,27.7198,67.5751,239.7101,0.5312,0.321939394,1.494945903,-2.525206012,,,
385.1148,14.75,20.2603,2.1216,0.0216248,139.6495,67.5924,0.413388,31.5016,28.2578,66.7177,240.2476,0.5284,0.320242424,1.498332613,-2.534387042,,,
385.2672,14.75,20.4649,2.127,0.0242951,138.486,66.5303,0.399909,31.7538,28.9338,65.7415,240.7828,0.523,0.316969697,1.501795705,-2.552231522,,,
385.4196,14.75,20.6695,2.1323,0.0269654,137.3225,65.4681,0.386429,32.006,29.6099,64.7653,241.3181,0.5177,0.313757576,1.505231401,-2.569925618,,,
385.572,14.75,20.6414,2.1376,0.0281243,136.5223,64.5775,0.380791,32.1129,29.7573,64.219,241.039,0.5124,0.310545455,1.506679527,-2.587801793,,,
385.7244,14.75,20.3534,2.143,0.0275954,136.1279,63.8785,0.383911,32.0575,29.3146,64.1526,239.8506,0.507,0.307272727,1.505929651,-2.60620644,,,
385.8768,14.75,20.0655,2.1483,0.0270665,135.7335,63.1795,0.387031,32.0022,28.8719,64.0863,238.6622,0.5017,0.304060606,1.505179835,-2.624461874,,,
386.0292,14.75,19.8428,2.1513,0.0259452,135.7623,62.7097,0.390489,31.9182,28.4598,64.1891,237.9681,0.4987,0.302242424,1.504038392,-2.634880805,,,
386.1816,14.75,19.8952,2.1442,0.0223249,137.5763,63.2071,0.395379,31.7132,28.1774,65.0052,239.3597,0.5058,0.306545455,1.501240066,-2.610322978,,,
386.334,14.75,19.9476,2.1371,0.0187046,139.3903,63.7045,0.400269,31.5082,27.8949,65.8214,240.7513,0.5129,0.310848485,1.498423594,-2.586107481,,,
386.4864,14.75,20.0001,2.1301,0.0150843,141.2043,64.2018,0.405159,31.3032,27.6125,66.6375,242.1429,0.5199,0.315090909,1.495588736,-2.562559008,,,
386.6388,14.75,20.0618,2.1365,0.0204133,140.956,64.4857,0.409152,30.9125,27.3639,67.6711,242.1465,0.5135,0.311212121,1.490134129,-2.584076486,,,
386.7912,14.75,20.1244,2.1443,0.0266192,140.5057,64.7486,0.413057,30.5037,27.1187,68.726,242.0141,0.5057,0.306484848,1.484352521,-2.610666463,,,
386.9436,14.75,20.187,2.1521,0.032825,140.0554,65.0115,0.416962,30.0949,26.8734,69.7808,241.8816,0.4979,0.301757576,1.478492905,-2.637669773,,,
387.096,14.75,20.2028,2.1509,0.0340882,139.659,64.8209,0.41872,29.946,26.6919,70.361,241.1228,0.4991,0.302484848,1.47633882,-2.633487998,,,
